,Location,Latitude,Longitude,Venue,VenueLatitude,VenueLongitude,VenueCategory
980,22,51.49936812620888,-0.12094258766482273,Riverside Cafe,51.495053440162856,-0.12121530493572784,Café
981,22,51.49936812620888,-0.12094258766482273,Premier Inn London County Hall,51.5024933,-0.1180123,Hotel
982,22,51.49936812620888,-0.12094258766482273,Pommery Champagne Lounge,51.503029730960726,-0.1193778121474343,Champagne Bar
983,22,51.49936812620888,-0.12094258766482273,London Eye 4D Experience,51.50303056940671,-0.11922236633836292,Movie Theater
984,22,51.49936812620888,-0.12094258766482273,Abraham Lincoln Statue,51.500554742778775,-0.12767263217902708,Outdoor Sculpture
985,22,51.49936812620888,-0.12094258766482273,The Crown & Cushion,51.49957626003371,-0.11400937258406933,Pub
986,22,51.49936812620888,-0.12094258766482273,Mamuśka! Polish Kitchen and Bar,51.500885,-0.11516467,Polish Restaurant
987,22,51.49936812620888,-0.12094258766482273,Banh Bao Brothers,51.501879,-0.1158151,Vietnamese Restaurant
988,22,51.49936812620888,-0.12094258766482273,Mandara Spa,51.50074736402205,-0.1171773814289815,Spa
989,22,51.49936812620888,-0.12094258766482273,Espressamente Illy,51.500958,-0.116688,Coffee Shop
990,22,51.49936812620888,-0.12094258766482273,Draughts,51.501735331007716,-0.11537598935060489,Café
991,22,51.49936812620888,-0.12094258766482273,Barberellas,51.49992582311385,-0.1142713487006308,Breakfast Spot
992,23,51.49901379361546,-0.10655455893245029,Masters Superfish,51.50053481666747,-0.10783311238109705,Fish & Chips Shop
993,23,51.49901379361546,-0.10655455893245029,Paladar,51.4981401,-0.104369,Restaurant
994,23,51.49901379361546,-0.10655455893245029,Albert Arms,51.497415847571645,-0.10376726843493472,Pub
995,23,51.49901379361546,-0.10655455893245029,H10 London Waterloo,51.49885482272813,-0.10627299449154926,Hotel
996,23,51.49901379361546,-0.10655455893245029,Imperial War Museum,51.49598474204294,-0.10864157985065033,History Museum
997,23,51.49901379361546,-0.10655455893245029,Laughing Gravy,51.501143869563045,-0.10439159540743105,Gastropub
998,23,51.49901379361546,-0.10655455893245029,Art Cafe,51.49755119086584,-0.10349787120165342,Café
999,23,51.49901379361546,-0.10655455893245029,The Old Vic,51.502175915094945,-0.10968642888657347,Theater
1000,23,51.49901379361546,-0.10655455893245029,Young Vic,51.503035994714295,-0.10746042968216699,Theater
1001,23,51.49901379361546,-0.10655455893245029,Po Cha,51.501035374354274,-0.11221337896275424,Korean Restaurant
1002,23,51.49901379361546,-0.10655455893245029,West Square Gardens,51.495211575685055,-0.10542160968002211,Park
1003,23,51.49901379361546,-0.10655455893245029,Vaulty Towers,51.5011883188609,-0.11190893852238705,Bar
1004,23,51.49901379361546,-0.10655455893245029,Greensmiths,51.500994602547856,-0.1124067731852665,Food & Drink Shop
1005,23,51.49901379361546,-0.10655455893245029,Crossfit Blackfriars,51.50058123636172,-0.10036108066144578,Gym / Fitness Center
1006,23,51.49901379361546,-0.10655455893245029,Coleman Coffee Roasters,51.500636,-0.112947,Coffee Shop
1007,23,51.49901379361546,-0.10655455893245029,Byron,51.50309330399268,-0.10682139938830915,Burger Joint
1008,23,51.49901379361546,-0.10655455893245029,Lower Marsh Market,51.50119007552642,-0.11206719931239201,Farmers Market
1009,23,51.49901379361546,-0.10655455893245029,Park Plaza London Waterloo,51.498241,-0.113548,Hotel
1010,23,51.49901379361546,-0.10655455893245029,The Anchor & Hope,51.50338372931985,-0.10643927677545802,Gastropub
1011,23,51.49901379361546,-0.10655455893245029,Pret A Manger,51.50215558530728,-0.11021909103342871,Sandwich Place
1012,23,51.49901379361546,-0.10655455893245029,balance,51.50140550054419,-0.11117937855521963,Coffee Shop
1013,23,51.49901379361546,-0.10655455893245029,The Tankard,51.495298514868715,-0.11059284210205078,Bar
1014,23,51.49901379361546,-0.10655455893245029,Baltic,51.503309,-0.10476,Eastern European Restaurant
1015,23,51.49901379361546,-0.10655455893245029,Honest Burgers,51.503142521996004,-0.10669601178847188,Burger Joint
1016,23,51.49901379361546,-0.10655455893245029,Marie's Cafe,51.501468961587506,-0.11127508654775095,Thai Restaurant
1017,23,51.49901379361546,-0.10655455893245029,Pret A Manger,51.49927440585381,-0.11321207835621357,Sandwich Place
1018,23,51.49901379361546,-0.10655455893245029,Marlin Waterloo,51.49893758174742,-0.11361672352903467,Hotel
1019,23,51.49901379361546,-0.10655455893245029,Waterloo Body Station,51.501168069152214,-0.11211816567569102,Massage Studio
1020,23,51.49901379361546,-0.10655455893245029,The Three Stags,51.496612827344904,-0.11153063043979142,Gastropub
1021,23,51.49901379361546,-0.10655455893245029,Newdlez Pad Thai,51.50122190768591,-0.1118912330437757,Food Truck
1022,23,51.49901379361546,-0.10655455893245029,Crust Bros Pizza,51.50276752794855,-0.1104568660224363,Pizza Place
1023,23,51.49901379361546,-0.10655455893245029,Pret A Manger,51.50175262526846,-0.10453604529658886,Sandwich Place
1024,23,51.49901379361546,-0.10655455893245029,The Steam Engine,51.4968988,-0.1126591,Pub
1025,23,51.49901379361546,-0.10655455893245029,Duke Of York,51.499217000030974,-0.09974165262935339,Pub
1026,23,51.49901379361546,-0.10655455893245029,Penny,51.50220645983321,-0.10964346362027118,Coffee Shop
1027,23,51.49901379361546,-0.10655455893245029,Calder Bookstore,51.503219,-0.107278,Bookstore
1028,23,51.49901379361546,-0.10655455893245029,Bar Elba,51.50281008206062,-0.11036211922982658,Bar
1029,23,51.49901379361546,-0.10655455893245029,Yamagoya,51.502999,-0.107081,Ramen Restaurant
1030,23,51.49901379361546,-0.10655455893245029,The Cut Bar and Restaurant,51.503061039459894,-0.1074742567310804,Bar
1031,23,51.49901379361546,-0.10655455893245029,Burger Craft @ The Steam Engine,51.49700176738869,-0.11251330375671387,Burger Joint
1032,24,51.49865769791948,-0.09216682484258526,The Roebuck,51.498109,-0.090621,Pub
1033,24,51.49865769791948,-0.09216682484258526,Empire Square,51.50033186656967,-0.09103103419558004,Residential Building (Apartment / Condo)
1034,24,51.49865769791948,-0.09216682484258526,Tabard Gardens,51.498925364289974,-0.08958578109741211,Park
1035,24,51.49865769791948,-0.09216682484258526,The Gladstone Arms,51.50096055081825,-0.09503092331812046,Pub
1036,24,51.49865769791948,-0.09216682484258526,Mercato Metropolitano,51.498318,-0.098162144,Street Food Gathering
1037,24,51.49865769791948,-0.09216682484258526,Mouse Tail Coffee,51.501846,-0.09220697,Coffee Shop
1038,24,51.49865769791948,-0.09216682484258526,Southwark Playhouse,51.4977793456688,-0.09860250077684411,Theater
1039,24,51.49865769791948,-0.09216682484258526,Trinity Church Square Garden,51.4988516751233,-0.09315139148932391,Garden
1040,24,51.49865769791948,-0.09216682484258526,COLAB Factory,51.50019005651008,-0.09018404172995856,Theater
1041,24,51.49865769791948,-0.09216682484258526,Cobbler's Nest,51.502275352661684,-0.09489018433483444,Shoe Store
1042,24,51.49865769791948,-0.09216682484258526,Terry's Cafe,51.500715,-0.098314,Café
1043,24,51.49865769791948,-0.09216682484258526,German Kraft,51.49866234830947,-0.0989346130016646,Brewery
1044,24,51.49865769791948,-0.09216682484258526,Royal Oak,51.50009779921358,-0.09137962343315024,Pub
1045,24,51.49865769791948,-0.09216682484258526,Spit and Sawdust,51.49484975849696,-0.0886399584543905,Pub
1046,24,51.49865769791948,-0.09216682484258526,The Libertine,51.50047901837831,-0.09736101875480746,Pub
1047,24,51.49865769791948,-0.09216682484258526,The Italian Job,51.49871478592709,-0.09903581206029025,Beer Bar
1048,24,51.49865769791948,-0.09216682484258526,Prairie Fire BBQ,51.49864991993966,-0.09894122706979928,American Restaurant
1049,24,51.49865769791948,-0.09216682484258526,Lebanese Grill,51.49419861317102,-0.09188727475756739,Lebanese Restaurant
1050,24,51.49865769791948,-0.09216682484258526,Nelson's,51.5019386703853,-0.09259219898019111,Café
1051,24,51.49865769791948,-0.09216682484258526,Badiani,51.49873145845947,-0.09853020417380025,Ice Cream Shop
1052,24,51.49865769791948,-0.09216682484258526,The Argentine Grill,51.498665,-0.09887863,Argentinian Restaurant
1053,24,51.49865769791948,-0.09216682484258526,The Britannia,51.50131786808814,-0.08727470414788535,Whisky Bar
1054,24,51.49865769791948,-0.09216682484258526,Munchies,51.502268586561534,-0.09545782477236253,Sandwich Place
1055,24,51.49865769791948,-0.09216682484258526,Mustard,51.500658102953984,-0.09794245578302585,Sandwich Place
1056,24,51.49865769791948,-0.09216682484258526,La Pizza Napoletana,51.49873102193406,-0.09880804049663733,Pizza Place
1057,24,51.49865769791948,-0.09216682484258526,The Giggling Sausage,51.50074091178099,-0.09816883763428065,Café
1058,24,51.49865769791948,-0.09216682484258526,La Nonna,51.50224143151746,-0.09488160117736062,Italian Restaurant
1059,24,51.49865769791948,-0.09216682484258526,Newington Gardens,51.49696393986547,-0.09624836958588985,Park
1060,24,51.49865769791948,-0.09216682484258526,Back Yard Cinema,51.49871040395725,-0.09839448701919959,Movie Theater
1061,24,51.49865769791948,-0.09216682484258526,Flavours of Naples,51.5000361649648,-0.09533576114473703,Italian Restaurant
1062,24,51.49865769791948,-0.09216682484258526,Chicken Cottage,51.50073348909045,-0.0940149580538415,Fast Food Restaurant
1063,24,51.49865769791948,-0.09216682484258526,The Ship,51.499443055235865,-0.09670290674591797,Pub
1064,25,51.49829983920542,-0.0777793868496011,Maltby Street Market,51.49924514599032,-0.07547525667296126,Street Food Gathering
1065,25,51.49829983920542,-0.0777793868496011,Little Bird,51.499278905661576,-0.07561156203414932,Cocktail Bar
1066,25,51.49829983920542,-0.0777793868496011,40 Maltby St,51.49961269332499,-0.076050419619996,Wine Bar
1067,25,51.49829983920542,-0.0777793868496011,Bar Tozino,51.49921957139185,-0.07544731743672019,Tapas Restaurant
1068,25,51.49829983920542,-0.0777793868496011,Jensen Gin,51.49879878458599,-0.07491613199934041,Distillery
1069,25,51.49829983920542,-0.0777793868496011,The Watch House,51.49799503583915,-0.08127741235092369,Coffee Shop
1070,25,51.49829983920542,-0.0777793868496011,St John Bakery,51.49932569128006,-0.07552352534720479,Bakery
1071,25,51.49829983920542,-0.0777793868496011,Pizarro,51.49832202534203,-0.08117909724309832,Spanish Restaurant
1072,25,51.49829983920542,-0.0777793868496011,Flour & Grape,51.497965134193855,-0.08133606757448779,Italian Restaurant
1073,25,51.49829983920542,-0.0777793868496011,LASSCO,51.49933482409138,-0.07568678211800635,Antique Shop
1074,25,51.49829983920542,-0.0777793868496011,The Barrel Project,51.49971871187383,-0.07517663644719036,Bar
1075,25,51.49829983920542,-0.0777793868496011,214 Bermondsey,51.49799187283506,-0.08137038489245557,Cocktail Bar
1076,25,51.49829983920542,-0.0777793868496011,F*ckoffee,51.49935817367657,-0.08128169635110911,Coffee Shop
1077,25,51.49829983920542,-0.0777793868496011,African Volcano,51.499085205318046,-0.07542237331507443,Food Truck
1078,25,51.49829983920542,-0.0777793868496011,White Cube,51.49964322491608,-0.08149552792778084,Art Gallery
1079,25,51.49829983920542,-0.0777793868496011,Hawkes Cidery & Taproom,51.499542983917515,-0.07477309818604214,Brewery
1080,25,51.49829983920542,-0.0777793868496011,Anspach & Hobday,51.498800626224025,-0.07342634591444085,Brewery
1081,25,51.49829983920542,-0.0777793868496011,The Doodle Bar,51.50026439864934,-0.07616734032277751,Bar
1082,25,51.49829983920542,-0.0777793868496011,Franco Manca,51.50017475567863,-0.08157842356686322,Pizza Place
1083,25,51.49829983920542,-0.0777793868496011,HEJ,51.497149552511715,-0.08101424581686643,Coffee Shop
1084,25,51.49829983920542,-0.0777793868496011,Roka,51.49586762068132,-0.07907187983064669,Breakfast Spot
1085,25,51.49829983920542,-0.0777793868496011,Bermondsey Square,51.497562,-0.081062,Plaza
1086,25,51.49829983920542,-0.0777793868496011,Casse-Crôute,51.50045735960002,-0.08170373491110762,French Restaurant
1087,25,51.49829983920542,-0.0777793868496011,St Mary Magdalen Churchyard,51.49852657600998,-0.07960938701575836,Park
1088,25,51.49829983920542,-0.0777793868496011,Caphe House,51.50034380457489,-0.08159058348792297,Vietnamese Restaurant
1089,25,51.49829983920542,-0.0777793868496011,Machine Cycling Café/Bike Shop and Repairs,51.496474078664164,-0.08231034149098025,Bike Shop
1090,25,51.49829983920542,-0.0777793868496011,José,51.500600602095616,-0.0817867236815902,Tapas Restaurant
1091,25,51.49829983920542,-0.0777793868496011,Brew by Numbers,51.497517,-0.072148,Brewery
1092,25,51.49829983920542,-0.0777793868496011,Brew By Numbers Tasting Room,51.49760456302477,-0.07254558113597533,Brewery
1093,25,51.49829983920542,-0.0777793868496011,73 Enid Street | Cloudwater London,51.49767642678057,-0.07264324071266737,Beer Bar
1094,25,51.49829983920542,-0.0777793868496011,Pique-Nique,51.50003406036268,-0.07955731056685582,French Restaurant
1095,25,51.49829983920542,-0.0777793868496011,Moor Beer Company Vaults,51.4977772175759,-0.07280089051671255,Beer Bar
1096,25,51.49829983920542,-0.0777793868496011,London City Runners Clubhouse,51.498486,-0.07290915,Social Club
1097,25,51.49829983920542,-0.0777793868496011,Comptoir Gourmand,51.500847181530084,-0.08185450277093238,Bakery
1098,25,51.49829983920542,-0.0777793868496011,Fine Foods,51.498385,-0.084026,Deli / Bodega
1099,25,51.49829983920542,-0.0777793868496011,EATalia,51.50093324275744,-0.08193546629262925,Italian Restaurant
1100,25,51.49829983920542,-0.0777793868496011,The Kings Arms,51.50142607833732,-0.07585609477650351,Pub
1101,25,51.49829983920542,-0.0777793868496011,Chapter 72,51.50145101719731,-0.08211749328410503,Coffee Shop
1102,25,51.49829983920542,-0.0777793868496011,B Street Deli,51.50102592570228,-0.08198376769879934,Deli / Bodega
1103,25,51.49829983920542,-0.0777793868496011,Cafe Amisha,51.49510515208848,-0.07662634282745129,Italian Restaurant
1104,25,51.49829983920542,-0.0777793868496011,Leathermarket Gardens,51.50065519633729,-0.08373856544494629,Garden
1105,25,51.49829983920542,-0.0777793868496011,Omoide,51.500173,-0.08169,Sushi Restaurant
1106,25,51.49829983920542,-0.0777793868496011,The Woolpack,51.500737871628836,-0.08191900187711793,Pub
1107,25,51.49829983920542,-0.0777793868496011,Tanner Street Park,51.5002394646399,-0.08063024272648156,Park
1108,25,51.49829983920542,-0.0777793868496011,Locanda del Melo,51.498384,-0.084012,Italian Restaurant
1109,25,51.49829983920542,-0.0777793868496011,Bermondsey Spa Gardens,51.49490744632701,-0.07427043185361624,Park
1110,25,51.49829983920542,-0.0777793868496011,The Garrison,51.500787616615135,-0.08178697207061036,Pub
1111,25,51.49829983920542,-0.0777793868496011,The Other Room,51.495772,-0.082987,Bar
1112,25,51.49829983920542,-0.0777793868496011,London Glassblowing,51.50163839315069,-0.08223895721848577,Art Gallery
1113,25,51.49829983920542,-0.0777793868496011,Simon The Tanner,51.49826700610508,-0.08297871114429946,Pub
1114,25,51.49829983920542,-0.0777793868496011,Jad Grill,51.49646123983126,-0.0823565530962403,Middle Eastern Restaurant
1115,25,51.49829983920542,-0.0777793868496011,Tower Tandoori,51.496118,-0.08253379999999999,Indian Restaurant
1116,25,51.49829983920542,-0.0777793868496011,Tower Cafe,51.495689,-0.083375,Middle Eastern Restaurant
1117,25,51.49829983920542,-0.0777793868496011,M. Manze's,51.496288114604276,-0.0825782018516837,Pie Shop
1118,25,51.49829983920542,-0.0777793868496011,Crystal China 味缘 （伦敦最强麻辣香锅 川菜）,51.49629959038445,-0.08254902279618472,Chinese Restaurant
1119,25,51.49829983920542,-0.0777793868496011,SoBo,51.49618471604605,-0.0827219435179522,Café
1120,26,51.508718457518505,-0.18521278659580526,Diana Memorial Playground,51.5088315302389,-0.18786631271111345,Playground
1121,26,51.508718457518505,-0.18521278659580526,Aubaine,51.51024822878456,-0.18764172871317225,French Restaurant
1122,26,51.508718457518505,-0.18521278659580526,Amorino,51.51097165415829,-0.18717219339343222,Ice Cream Shop
1123,26,51.508718457518505,-0.18521278659580526,Barry's Bootcamp,51.51074,-0.187346,Gym / Fitness Center
1124,26,51.508718457518505,-0.18521278659580526,Halepi,51.51135600949636,-0.18300473157266517,Greek Restaurant
1125,26,51.508718457518505,-0.18521278659580526,Kensington Gardens,51.506765853364506,-0.18037319183349607,Park
1126,26,51.508718457518505,-0.18521278659580526,Mandarin Kitchen,51.510691312196045,-0.18706658472093635,Chinese Restaurant
1127,26,51.508718457518505,-0.18521278659580526,The Orangery,51.50662227902093,-0.1877814531326294,Historic Site
1128,26,51.508718457518505,-0.18521278659580526,Princess Diana Memorial Garden,51.505676,-0.18690136,Garden
1129,26,51.508718457518505,-0.18521278659580526,Taza Kebab House,51.51132434786993,-0.18728859082787774,Kebab Restaurant
1130,26,51.508718457518505,-0.18521278659580526,Thistle Kensington Gardens,51.510654997720984,-0.18400180828366133,Hotel
1131,26,51.508718457518505,-0.18521278659580526,MEATliquor,51.51096432210101,-0.18726370607150303,Burger Joint
1132,26,51.508718457518505,-0.18521278659580526,New Fortune Cookie,51.51056782428448,-0.18703525011380256,Chinese Restaurant
1133,26,51.508718457518505,-0.18521278659580526,Kensington Palace,51.50521656213085,-0.18784046173095703,Palace
1134,26,51.508718457518505,-0.18521278659580526,Leinster Arms,51.51163008401732,-0.18286093986375818,Pub
1135,26,51.508718457518505,-0.18521278659580526,Urban Baristas,51.510742750331026,-0.1871089215305082,Coffee Shop
1136,26,51.508718457518505,-0.18521278659580526,Hilton,51.51032569703486,-0.18752254611966682,Hotel
1137,26,51.508718457518505,-0.18521278659580526,Diana Her Fashion Story,51.50543580670057,-0.18775602420984322,Exhibit
1138,26,51.508718457518505,-0.18521278659580526,Santorini Taverna,51.51268242627496,-0.1882348971132198,Greek Restaurant
1139,26,51.508718457518505,-0.18521278659580526,Sunken Garden,51.50556703167936,-0.18715943307726152,Garden
1140,26,51.508718457518505,-0.18521278659580526,Royal China,51.510886301495816,-0.18742182257503784,Dim Sum Restaurant
1141,26,51.508718457518505,-0.18521278659580526,Queen Victoria Statue,51.50537349704577,-0.18602728843688965,Outdoor Sculpture
1142,26,51.508718457518505,-0.18521278659580526,Lancaster Gate Hotel,51.511323317644596,-0.18211275858889361,Hotel
1143,26,51.508718457518505,-0.18521278659580526,The Champion,51.50990895269205,-0.19213584315446647,Pub
1144,26,51.508718457518505,-0.18521278659580526,Starbucks,51.511681,-0.187569,Coffee Shop
1145,26,51.508718457518505,-0.18521278659580526,Putera Puteri,51.5121,-0.187316,Coffee Shop
1146,26,51.508718457518505,-0.18521278659580526,Food Basics (Oriental Supermarket),51.511085829527744,-0.18717312439663553,Market
1147,26,51.508718457518505,-0.18521278659580526,Four Seasons,51.51287028047696,-0.1876298627966028,Chinese Restaurant
1148,26,51.508718457518505,-0.18521278659580526,Astor's Quest Hotel,51.51172120157923,-0.18536967095546575,Hostel
1149,26,51.508718457518505,-0.18521278659580526,DoubleTree by Hilton,51.51020071574094,-0.19052810176473442,Hotel
1150,26,51.508718457518505,-0.18521278659580526,Bayswater Arms,51.51262877053358,-0.1876395594378012,Pub
1151,26,51.508718457518505,-0.18521278659580526,Kam Tong,51.51198020734945,-0.18748123527863275,Chinese Restaurant
1152,26,51.508718457518505,-0.18521278659580526,Café Roma,51.512198399390634,-0.18716943046646917,Café
1153,26,51.508718457518505,-0.18521278659580526,Urban Meadow,51.51013793956111,-0.19052152846345566,Restaurant
1154,26,51.508718457518505,-0.18521278659580526,Pirate Ship,51.50915984482349,-0.18812967962376892,Boat or Ferry
1155,26,51.508718457518505,-0.18521278659580526,Coachpark Bayswater,51.509650525771164,-0.19014780488787733,Bus Station
1156,27,51.5083719640027,-0.17082100609174444,Serpentine Sackler Gallery,51.50690381134801,-0.17146617257900237,Art Gallery
1157,27,51.5083719640027,-0.17082100609174444,Diana Princess of Wales Memorial Fountain,51.504902056248106,-0.17161384828796145,Fountain
1158,27,51.5083719640027,-0.17082100609174444,Italian Gardens,51.51084390978169,-0.17557551589492673,Garden
1159,27,51.5083719640027,-0.17082100609174444,Peter Pan Statue,51.50864699744104,-0.1758301458709387,Outdoor Sculpture
1160,27,51.5083719640027,-0.17082100609174444,Italian Gardens Café,51.51129827942295,-0.1754637084975213,Café
1161,27,51.5083719640027,-0.17082100609174444,Italian Fountains,51.510545368712286,-0.17550230026245117,Fountain
1162,27,51.5083719640027,-0.17082100609174444,Henry Moore's Travertine Arch,51.507680443474314,-0.17307234835201293,Outdoor Sculpture
1163,27,51.5083719640027,-0.17082100609174444,Lido Café,51.504662277041746,-0.1696228981018066,Café
1164,27,51.5083719640027,-0.17082100609174444,Lancaster Gate,51.51173996067194,-0.17546945603763578,Garden
1165,27,51.5083719640027,-0.17082100609174444,Nipa,51.51180687762175,-0.17527560724581964,Thai Restaurant
1166,27,51.5083719640027,-0.17082100609174444,Serpentine Lido,51.50467450799714,-0.16933101300483847,Bathing Area
1167,27,51.5083719640027,-0.17082100609174444,Two Bears Drinking Fountain,51.509021,-0.17670392990112305,Fountain
1168,27,51.5083719640027,-0.17082100609174444,Queen Caroline's Temple,51.50633011200098,-0.17662150223689144,Scenic Lookout
1169,28,51.50802370652251,-0.15642951385373993,Marriott Grosvenor House Executive Lounge,51.50975426701699,-0.15524608557602393,Hotel Bar
1170,28,51.50802370652251,-0.15642951385373993,Park Room,51.509530405984826,-0.15541791915893555,Tea Room
1171,28,51.50802370652251,-0.15642951385373993,"Grosvenor House Hotel, a JW Marriott Hotel",51.5098169,-0.1543804,Hotel
1172,28,51.50802370652251,-0.15642951385373993,Jumeirah Grosvenor House,51.50900575231705,-0.15451215736171803,Hotel
1173,28,51.50802370652251,-0.15642951385373993,Parcafé,51.50743889456927,-0.15317370000780672,Café
1174,28,51.50802370652251,-0.15642951385373993,Ultimate Performance,51.5081603690361,-0.15334530299913104,Gym
1175,28,51.50802370652251,-0.15642951385373993,The Promenade,51.5072668228998,-0.152620324350778,Tea Room
1176,28,51.50802370652251,-0.15642951385373993,The Dorchester,51.5070567,-0.1522196,Hotel
1177,28,51.50802370652251,-0.15642951385373993,China Tang,51.50733588323953,-0.15303006098065366,Chinese Restaurant
1178,28,51.50802370652251,-0.15642951385373993,EL&N,51.506815937331424,-0.15188813209533691,Café
1179,28,51.50802370652251,-0.15642951385373993,Bremont Watch Company,51.50935,-0.1515,Jewelry Store
1180,28,51.50802370652251,-0.15642951385373993,JW Steakhouse,51.5097240519349,-0.1556861400604248,Steakhouse
1181,28,51.50802370652251,-0.15642951385373993,45 Park Lane,51.50639,-0.15162,Hotel
1182,28,51.50802370652251,-0.15642951385373993,CUT,51.50639349999999,-0.1515456,Steakhouse
1183,28,51.50802370652251,-0.15642951385373993,Kai,51.50882279965133,-0.1514459399898466,Chinese Restaurant
1184,28,51.50802370652251,-0.15642951385373993,Hyde Park,51.50778087767913,-0.16239166259765625,Park
1185,28,51.50802370652251,-0.15642951385373993,Le Gavroche,51.51141871570083,-0.155099167365206,French Restaurant
1186,28,51.50802370652251,-0.15642951385373993,Richoux,51.50996089985329,-0.15181174283497967,Café
1187,28,51.50802370652251,-0.15642951385373993,Scott's,51.509916,-0.150836,Seafood Restaurant
1188,28,51.50802370652251,-0.15642951385373993,The Grill at The Dorchester,51.507226566520785,-0.15234939746778764,Modern European Restaurant
1189,28,51.50802370652251,-0.15642951385373993,Mount Street Gardens,51.50914288375567,-0.15020345030932072,Park
1190,28,51.50802370652251,-0.15642951385373993,Animals In War Memorial,51.51103123561397,-0.15741322644013764,Memorial Site
1191,28,51.50802370652251,-0.15642951385373993,The Bar at the Dorchester,51.50698274745216,-0.1525402939168156,Cocktail Bar
1192,28,51.50802370652251,-0.15642951385373993,Christian Louboutin,51.50991437625638,-0.1505117089665867,Shoe Store
1193,28,51.50802370652251,-0.15642951385373993,Grand Residences by Marriott,51.51112295253765,-0.15480905771255493,Hotel
1194,28,51.50802370652251,-0.15642951385373993,George,51.50957940869623,-0.15162395623667901,Restaurant
1195,28,51.50802370652251,-0.15642951385373993,Balenciaga,51.509975289634795,-0.15027746558189392,Boutique
1196,28,51.50802370652251,-0.15642951385373993,Alain Ducasse at The Dorchester,51.50741203808157,-0.1523327977287181,French Restaurant
1197,28,51.50802370652251,-0.15642951385373993,Harry's Bar,51.509318,-0.151345,Bar
1198,28,51.50802370652251,-0.15642951385373993,The Dorchester Spa,51.50739725538792,-0.1523721396459905,Spa
1199,28,51.50802370652251,-0.15642951385373993,Serpentine Bar & Kitchen,51.505084018896234,-0.1599186939742577,Bistro
1200,28,51.50802370652251,-0.15642951385373993,Rose Garden,51.503851,-0.155766,Garden
1201,28,51.50802370652251,-0.15642951385373993,Trader Vic's,51.505484037044596,-0.15069291063182894,Restaurant
1202,28,51.50802370652251,-0.15642951385373993,Podium Restaurant And Bar,51.50549998559498,-0.15069017025216505,English Restaurant
1203,28,51.50802370652251,-0.15642951385373993,Boy and Dolphin Fountain,51.503803,-0.15454888,Fountain
1204,29,51.50767368516058,-0.1420383113378631,Novikov,51.507767103762376,-0.14284957683152608,Asian Restaurant
1205,29,51.50767368516058,-0.1420383113378631,Gymkhana,51.508545278294704,-0.14142367023218483,Indian Restaurant
1206,29,51.50767368516058,-0.1420383113378631,The Ritz London,51.50707816583323,-0.141627349121336,Hotel
1207,29,51.50767368516058,-0.1420383113378631,Ladurée,51.50840048706268,-0.1395351594200065,Dessert Shop
1208,29,51.50767368516058,-0.1420383113378631,Tod's,51.50824262051389,-0.14017310249372267,Shoe Store
1209,29,51.50767368516058,-0.1420383113378631,Le Caprice,51.506505,-0.140878,English Restaurant
1210,29,51.50767368516058,-0.1420383113378631,M&S Simply Food,51.50699826,-0.1429379,Grocery Store
1211,29,51.50767368516058,-0.1420383113378631,The Wolseley,51.507392,-0.140903,Modern European Restaurant
1212,29,51.50767368516058,-0.1420383113378631,JOE & THE JUICE,51.507827621675276,-0.14277935028076172,Juice Bar
1213,29,51.50767368516058,-0.1420383113378631,Le Deli Robuchon,51.506416,-0.143726,French Restaurant
1214,29,51.50767368516058,-0.1420383113378631,Royal Academy of Arts,51.50910852221246,-0.13947604747954753,Art Museum
1215,29,51.50767368516058,-0.1420383113378631,Fortnum & Mason,51.508362908835586,-0.13866698492205912,Department Store
1216,29,51.50767368516058,-0.1420383113378631,Ralph Lauren,51.50980229456309,-0.1413938204885845,Clothing Store
1217,29,51.50767368516058,-0.1420383113378631,Caviar House & Prunier,51.507516,-0.140821,Seafood Restaurant
1218,29,51.50767368516058,-0.1420383113378631,Park Chinois,51.5086339470256,-0.1437894834976036,Cantonese Restaurant
1219,29,51.50767368516058,-0.1420383113378631,Burger & Lobster,51.507117524710274,-0.14547680250792666,Seafood Restaurant
1220,29,51.50767368516058,-0.1420383113378631,MNKY HSE,51.508009637263676,-0.14182160094900373,Latin American Restaurant
1221,29,51.50767368516058,-0.1420383113378631,Burlington Arcade,51.50831759208953,-0.13941174033325254,Shopping Mall
1222,29,51.50767368516058,-0.1420383113378631,Flemings Mayfair,51.50637789675106,-0.14515802174031434,Hotel
1223,29,51.50767368516058,-0.1420383113378631,Mr Fogg’s Residence,51.50978574585084,-0.14408717053480574,Bar
1224,29,51.50767368516058,-0.1420383113378631,Gucci,51.50868486467195,-0.14081060886383057,Boutique
1225,29,51.50767368516058,-0.1420383113378631,Franco's,51.50740183168107,-0.13985307406455033,Italian Restaurant
1226,29,51.50767368516058,-0.1420383113378631,Taylor of Old Bond Street,51.50774181712393,-0.13890756978823735,Cosmetics Shop
1227,29,51.50767368516058,-0.1420383113378631,Dukes Bar,51.5056320277967,-0.13948063229561597,Hotel Bar
1228,29,51.50767368516058,-0.1420383113378631,Diamond Jubilee Tea Salon,51.50818280532083,-0.13847303307163822,Tea Room
1229,29,51.50767368516058,-0.1420383113378631,Maille,51.508296355824044,-0.13930783347985806,Gourmet Shop
1230,29,51.50767368516058,-0.1420383113378631,St. James's Hotel and Club,51.50623400028182,-0.14020306892090834,Hotel
